ID,electricity_consumption
cluster_3_2022-07-13,649.99786
cluster_4_2022-07-13,880.4668
cluster_1_2022-07-14,309.3176
cluster_2_2022-07-14,463.32416
cluster_3_2022-07-14,672.43823
cluster_4_2022-07-14,882.71075
cluster_1_2022-07-15,295.15973
cluster_2_2022-07-15,451.4447
cluster_3_2022-07-15,639.18195
cluster_4_2022-07-15,856.4483
cluster_1_2022-07-16,256.0844
cluster_2_2022-07-16,404.99765
cluster_3_2022-07-16,583.32574
cluster_4_2022-07-16,770.0604
cluster_1_2022-07-17,244.3715
cluster_2_2022-07-17,379.3105
cluster_3_2022-07-17,554.32654
cluster_4_2022-07-17,743.364
cluster_1_2022-07-18,311.79306
cluster_2_2022-07-18,448.36337
cluster_3_2022-07-18,641.5728
cluster_4_2022-07-18,871.0627
cluster_1_2022-07-19,323.53375
cluster_2_2022-07-19,478.67337
cluster_3_2022-07-19,675.7447
cluster_4_2022-07-19,900.0589
cluster_1_2022-07-20,300.97635
cluster_2_2022-07-20,453.0498
cluster_3_2022-07-20,664.8497
cluster_4_2022-07-20,870.9625
cluster_1_2022-07-21,293.75748
cluster_2_2022-07-21,454.85373
cluster_3_2022-07-21,651.12244
cluster_4_2022-07-21,864.7007
cluster_1_2022-07-22,293.4842
cluster_2_2022-07-22,433.07547
cluster_3_2022-07-22,647.31305
cluster_4_2022-07-22,865.0875
cluster_1_2022-07-23,251.90771
cluster_2_2022-07-23,384.51797
cluster_3_2022-07-23,583.81903
cluster_4_2022-07-23,765.5261
cluster_1_2022-07-24,249.95836
cluster_2_2022-07-24,381.41864
cluster_3_2022-07-24,577.26605
cluster_4_2022-07-24,752.63495
cluster_1_2022-07-25,282.48544
cluster_2_2022-07-25,429.66724
cluster_3_2022-07-25,632.1876
cluster_4_2022-07-25,856.7648
cluster_1_2022-07-26,293.34665
cluster_2_2022-07-26,434.07983
cluster_3_2022-07-26,631.71967
cluster_4_2022-07-26,843.5938
cluster_1_2022-07-27,290.8391
cluster_2_2022-07-27,432.83926
cluster_3_2022-07-27,632.634
cluster_4_2022-07-27,844.02136
cluster_1_2022-07-28,291.72873
cluster_2_2022-07-28,437.06613
cluster_3_2022-07-28,639.1936
cluster_4_2022-07-28,847.16534
cluster_1_2022-07-29,292.6547
cluster_2_2022-07-29,427.18976
cluster_3_2022-07-29,627.6706
cluster_4_2022-07-29,831.278
cluster_1_2022-07-30,249.45398
cluster_2_2022-07-30,381.89542
cluster_3_2022-07-30,574.38525
cluster_4_2022-07-30,757.70856
cluster_1_2022-07-31,231.66646
cluster_2_2022-07-31,364.27365
cluster_3_2022-07-31,541.7471
cluster_4_2022-07-31,721.6034
cluster_1_2022-08-01,260.259
cluster_2_2022-08-01,418.80032
cluster_3_2022-08-01,590.50366
cluster_4_2022-08-01,788.1428
cluster_1_2022-08-02,278.8527
cluster_2_2022-08-02,428.76257
cluster_3_2022-08-02,633.46216
cluster_4_2022-08-02,796.9435
cluster_1_2022-08-03,283.9171
cluster_2_2022-08-03,441.64493
cluster_3_2022-08-03,627.6984
cluster_4_2022-08-03,824.17865
cluster_1_2022-08-04,279.70065
cluster_2_2022-08-04,438.1911
cluster_3_2022-08-04,641.8529
cluster_4_2022-08-04,826.04974
cluster_1_2022-08-05,264.36862
cluster_2_2022-08-05,417.71844
cluster_3_2022-08-05,619.88306
cluster_4_2022-08-05,787.9544
cluster_1_2022-08-06,237.29129
cluster_2_2022-08-06,379.17657
cluster_3_2022-08-06,576.9159
cluster_4_2022-08-06,703.7176
cluster_1_2022-08-07,224.81334
cluster_2_2022-08-07,358.04364
cluster_3_2022-08-07,528.2082
cluster_4_2022-08-07,674.5127
cluster_1_2022-08-08,254.20459
cluster_2_2022-08-08,407.45865
cluster_3_2022-08-08,588.5009
cluster_4_2022-08-08,756.0894
cluster_1_2022-08-09,273.5023
cluster_2_2022-08-09,425.6582
cluster_3_2022-08-09,611.41254
cluster_4_2022-08-09,790.0093
cluster_1_2022-08-10,278.6999
cluster_2_2022-08-10,434.02576
cluster_3_2022-08-10,624.0845
cluster_4_2022-08-10,797.1531
cluster_1_2022-08-11,281.62146
cluster_2_2022-08-11,434.699
cluster_3_2022-08-11,619.12897
cluster_4_2022-08-11,804.50836
cluster_1_2022-08-12,280.54807
cluster_2_2022-08-12,431.12863
cluster_3_2022-08-12,614.7159
cluster_4_2022-08-12,791.97076
cluster_1_2022-08-13,251.86905
cluster_2_2022-08-13,394.5601
cluster_3_2022-08-13,567.2808
cluster_4_2022-08-13,723.3881
cluster_1_2022-08-14,221.85716
cluster_2_2022-08-14,352.44824
cluster_3_2022-08-14,525.5215
cluster_4_2022-08-14,668.6265
cluster_1_2022-08-15,245.09947
cluster_2_2022-08-15,388.9423
cluster_3_2022-08-15,575.7886
cluster_4_2022-08-15,737.196
cluster_1_2022-08-16,264.75803
cluster_2_2022-08-16,414.76886
cluster_3_2022-08-16,600.197
cluster_4_2022-08-16,762.8512
cluster_1_2022-08-17,265.80032
cluster_2_2022-08-17,405.62146
cluster_3_2022-08-17,603.10095
cluster_4_2022-08-17,763.6139
cluster_1_2022-08-18,269.79822
cluster_2_2022-08-18,406.8601
cluster_3_2022-08-18,593.9397
cluster_4_2022-08-18,761.70355
cluster_1_2022-08-19,265.26373
cluster_2_2022-08-19,409.03595
cluster_3_2022-08-19,596.9972
cluster_4_2022-08-19,757.16156
cluster_1_2022-08-20,234.99405
cluster_2_2022-08-20,370.96793
cluster_3_2022-08-20,563.05994
cluster_4_2022-08-20,694.8194
cluster_1_2022-08-21,221.81578
cluster_2_2022-08-21,347.70117
cluster_3_2022-08-21,525.4444
cluster_4_2022-08-21,676.3827
cluster_1_2022-08-22,263.32983
cluster_2_2022-08-22,404.91785
cluster_3_2022-08-22,591.46576
cluster_4_2022-08-22,766.9978
cluster_1_2022-08-23,279.3665
cluster_2_2022-08-23,426.38672
cluster_3_2022-08-23,611.31934
cluster_4_2022-08-23,806.579
cluster_1_2022-08-24,282.3528
cluster_2_2022-08-24,438.19424
cluster_3_2022-08-24,623.69946
cluster_4_2022-08-24,815.63153
cluster_1_2022-08-25,285.79813
cluster_2_2022-08-25,435.45007
cluster_3_2022-08-25,626.43604
cluster_4_2022-08-25,815.3463
cluster_1_2022-08-26,280.03854
cluster_2_2022-08-26,427.2428
cluster_3_2022-08-26,625.62537
cluster_4_2022-08-26,811.7776
cluster_1_2022-08-27,240.43007
cluster_2_2022-08-27,378.51712
cluster_3_2022-08-27,570.03394
cluster_4_2022-08-27,737.2702
cluster_1_2022-08-28,232.00581
cluster_2_2022-08-28,360.46545
cluster_3_2022-08-28,534.8029
cluster_4_2022-08-28,713.72546
cluster_1_2022-08-29,276.80307
cluster_2_2022-08-29,425.20706
cluster_3_2022-08-29,611.29785
cluster_4_2022-08-29,819.8836
cluster_1_2022-08-30,291.76834
cluster_2_2022-08-30,436.08862
cluster_3_2022-08-30,624.0191
cluster_4_2022-08-30,838.0106
cluster_1_2022-08-31,287.14404
cluster_2_2022-08-31,425.17722
cluster_3_2022-08-31,625.12164
cluster_4_2022-08-31,838.14984
cluster_1_2022-09-01,296.01477
cluster_2_2022-09-01,439.4235
cluster_3_2022-09-01,627.9726
cluster_4_2022-09-01,851.07874
cluster_1_2022-09-02,294.86856
cluster_2_2022-09-02,433.2418
cluster_3_2022-09-02,615.04755
cluster_4_2022-09-02,851.542
cluster_1_2022-09-03,255.52144
cluster_2_2022-09-03,383.2785
cluster_3_2022-09-03,568.49615
cluster_4_2022-09-03,763.3111
cluster_1_2022-09-04,240.21542
cluster_2_2022-09-04,362.2324
cluster_3_2022-09-04,534.4126
cluster_4_2022-09-04,737.6275
cluster_1_2022-09-05,290.49957
cluster_2_2022-09-05,431.97488
cluster_3_2022-09-05,607.4777
cluster_4_2022-09-05,849.04877
cluster_1_2022-09-06,299.39954
cluster_2_2022-09-06,439.56934
cluster_3_2022-09-06,627.3107
cluster_4_2022-09-06,859.18427
cluster_1_2022-09-07,298.52307
cluster_2_2022-09-07,437.58472
cluster_3_2022-09-07,625.976
cluster_4_2022-09-07,868.1536
cluster_1_2022-09-08,301.6559
cluster_2_2022-09-08,433.41006
cluster_3_2022-09-08,623.0246
cluster_4_2022-09-08,868.5061
cluster_1_2022-09-09,293.80478
cluster_2_2022-09-09,428.18695
cluster_3_2022-09-09,611.6389
cluster_4_2022-09-09,854.5736
cluster_1_2022-09-10,251.29414
cluster_2_2022-09-10,374.20663
cluster_3_2022-09-10,562.5224
cluster_4_2022-09-10,761.4316
cluster_1_2022-09-11,239.1069
cluster_2_2022-09-11,360.54694
cluster_3_2022-09-11,532.2448
cluster_4_2022-09-11,740.84827
cluster_1_2022-09-12,288.14752
cluster_2_2022-09-12,426.98602
cluster_3_2022-09-12,615.21643
cluster_4_2022-09-12,858.7373
cluster_1_2022-09-13,299.63318
cluster_2_2022-09-13,442.76724
cluster_3_2022-09-13,623.0837
cluster_4_2022-09-13,879.0787
cluster_1_2022-09-14,294.89218
cluster_2_2022-09-14,437.656
cluster_3_2022-09-14,630.45087
cluster_4_2022-09-14,878.7855
cluster_1_2022-09-15,292.26947
cluster_2_2022-09-15,432.7615
cluster_3_2022-09-15,620.97986
cluster_4_2022-09-15,862.61847
cluster_1_2022-09-16,296.39124
cluster_2_2022-09-16,423.92038
cluster_3_2022-09-16,608.0245
cluster_4_2022-09-16,855.5045
cluster_1_2022-09-17,259.507
cluster_2_2022-09-17,373.14307
cluster_3_2022-09-17,562.5744
cluster_4_2022-09-17,828.61365
cluster_1_2022-09-18,246.0406
cluster_2_2022-09-18,361.1728
cluster_3_2022-09-18,522.23816
cluster_4_2022-09-18,807.4856
cluster_1_2022-09-19,293.8753
cluster_2_2022-09-19,421.49484
cluster_3_2022-09-19,600.84955
cluster_4_2022-09-19,905.3149
cluster_1_2022-09-20,307.44946
cluster_2_2022-09-20,438.57068
cluster_3_2022-09-20,624.1854
cluster_4_2022-09-20,932.2938
cluster_1_2022-09-21,309.73984
cluster_2_2022-09-21,438.11996
cluster_3_2022-09-21,625.78674
cluster_4_2022-09-21,924.3595
cluster_1_2022-09-22,318.47482
cluster_2_2022-09-22,439.76663
cluster_3_2022-09-22,639.7226
cluster_4_2022-09-22,903.3967
cluster_1_2022-09-23,309.7713
cluster_2_2022-09-23,435.4253
cluster_3_2022-09-23,621.80524
cluster_4_2022-09-23,875.7202
cluster_1_2022-09-24,255.29124
cluster_2_2022-09-24,375.5789
cluster_3_2022-09-24,569.7252
cluster_4_2022-09-24,769.32263
cluster_1_2022-09-25,241.69617
cluster_2_2022-09-25,368.02234
cluster_3_2022-09-25,520.24524
cluster_4_2022-09-25,777.8619
cluster_1_2022-09-26,301.29324
cluster_2_2022-09-26,437.79886
cluster_3_2022-09-26,610.3823
cluster_4_2022-09-26,921.6145
cluster_1_2022-09-27,304.33215
cluster_2_2022-09-27,461.91895
cluster_3_2022-09-27,636.84644
cluster_4_2022-09-27,928.1593
cluster_1_2022-09-28,305.51672
cluster_2_2022-09-28,458.25598
cluster_3_2022-09-28,640.2613
cluster_4_2022-09-28,955.74744
cluster_1_2022-09-29,316.71426
cluster_2_2022-09-29,473.74368
cluster_3_2022-09-29,660.53375
cluster_4_2022-09-29,1002.1162
cluster_1_2022-09-30,320.30096
cluster_2_2022-09-30,450.41846
cluster_3_2022-09-30,637.6973
cluster_4_2022-09-30,950.3324
cluster_1_2022-10-01,247.52225
cluster_2_2022-10-01,370.1691
cluster_3_2022-10-01,596.5199
cluster_4_2022-10-01,855.3008
cluster_1_2022-10-02,239.76793
cluster_2_2022-10-02,355.3656
cluster_3_2022-10-02,541.2135
cluster_4_2022-10-02,771.0567
cluster_1_2022-10-03,307.34677
cluster_2_2022-10-03,427.25226
cluster_3_2022-10-03,596.2521
cluster_4_2022-10-03,917.9789
cluster_1_2022-10-04,313.66568
cluster_2_2022-10-04,438.37692
cluster_3_2022-10-04,640.312
cluster_4_2022-10-04,922.96313
cluster_1_2022-10-05,308.93866
cluster_2_2022-10-05,436.24182
cluster_3_2022-10-05,619.5109
cluster_4_2022-10-05,906.8143
cluster_1_2022-10-06,310.8768
cluster_2_2022-10-06,437.29822
cluster_3_2022-10-06,639.70526
cluster_4_2022-10-06,902.8215
cluster_1_2022-10-07,311.05612
cluster_2_2022-10-07,437.81604
cluster_3_2022-10-07,626.9103
cluster_4_2022-10-07,936.94086
cluster_1_2022-10-08,269.20627
cluster_2_2022-10-08,381.97708
cluster_3_2022-10-08,570.02325
cluster_4_2022-10-08,839.7572
cluster_1_2022-10-09,261.08575
cluster_2_2022-10-09,363.0578
cluster_3_2022-10-09,555.70294
cluster_4_2022-10-09,816.7953
cluster_1_2022-10-10,303.31232
cluster_2_2022-10-10,440.5788
cluster_3_2022-10-10,627.96924
cluster_4_2022-10-10,893.1902
cluster_1_2022-10-11,328.29602
cluster_2_2022-10-11,467.0467
cluster_3_2022-10-11,647.9981
cluster_4_2022-10-11,912.96155
cluster_1_2022-10-12,330.34265
cluster_2_2022-10-12,493.19714
cluster_3_2022-10-12,646.7415
cluster_4_2022-10-12,935.26154
cluster_1_2022-10-13,331.27316
cluster_2_2022-10-13,451.4713
cluster_3_2022-10-13,649.5827
cluster_4_2022-10-13,964.5763
cluster_1_2022-10-14,329.14285
cluster_2_2022-10-14,443.0654
cluster_3_2022-10-14,640.0226
cluster_4_2022-10-14,951.4166
cluster_1_2022-10-15,267.17715
cluster_2_2022-10-15,394.8513
cluster_3_2022-10-15,572.7035
cluster_4_2022-10-15,810.24945
cluster_1_2022-10-16,251.98846
cluster_2_2022-10-16,370.33298
cluster_3_2022-10-16,555.0327
cluster_4_2022-10-16,788.359
cluster_1_2022-10-17,314.64624
cluster_2_2022-10-17,449.94025
cluster_3_2022-10-17,623.81616
cluster_4_2022-10-17,901.3267
cluster_1_2022-10-18,321.16348
cluster_2_2022-10-18,454.10062
cluster_3_2022-10-18,640.75305
cluster_4_2022-10-18,918.52057
cluster_1_2022-10-19,322.0964
cluster_2_2022-10-19,454.39148
cluster_3_2022-10-19,648.2049
cluster_4_2022-10-19,917.9983
cluster_1_2022-10-20,327.59534
cluster_2_2022-10-20,457.9439
cluster_3_2022-10-20,652.3855
cluster_4_2022-10-20,937.4302
cluster_1_2022-10-21,323.68716
cluster_2_2022-10-21,452.58417
cluster_3_2022-10-21,649.17084
cluster_4_2022-10-21,926.4529
cluster_1_2022-10-22,276.2563
cluster_2_2022-10-22,396.07126
cluster_3_2022-10-22,586.7672
cluster_4_2022-10-22,818.0847
cluster_1_2022-10-23,266.642
cluster_2_2022-10-23,380.5094
cluster_3_2022-10-23,552.642
cluster_4_2022-10-23,798.409
cluster_1_2022-10-24,314.73804
cluster_2_2022-10-24,445.36398
cluster_3_2022-10-24,635.40924
cluster_4_2022-10-24,909.20605
cluster_1_2022-10-25,330.63434
cluster_2_2022-10-25,463.02673
cluster_3_2022-10-25,660.72986
cluster_4_2022-10-25,934.9013
cluster_1_2022-10-26,328.81546
cluster_2_2022-10-26,463.1817
cluster_3_2022-10-26,653.4368
cluster_4_2022-10-26,927.67377
cluster_1_2022-10-27,330.00806
cluster_2_2022-10-27,461.53104
cluster_3_2022-10-27,654.27545
cluster_4_2022-10-27,931.5365
cluster_1_2022-10-28,323.70087
cluster_2_2022-10-28,456.4716
cluster_3_2022-10-28,645.5536
cluster_4_2022-10-28,916.35156
cluster_1_2022-10-29,282.42453
cluster_2_2022-10-29,404.2549
cluster_3_2022-10-29,593.9397
cluster_4_2022-10-29,822.66833
cluster_1_2022-10-30,267.6449
cluster_2_2022-10-30,387.38464
cluster_3_2022-10-30,575.46967
cluster_4_2022-10-30,798.4876
cluster_1_2022-10-31,327.21356
cluster_2_2022-10-31,456.26392
cluster_3_2022-10-31,651.8224
cluster_4_2022-10-31,923.9454
cluster_1_2022-11-01,311.62683
cluster_2_2022-11-01,444.2887
cluster_3_2022-11-01,639.7741
cluster_4_2022-11-01,921.89386
cluster_1_2022-11-02,324.98865
cluster_2_2022-11-02,464.1609
cluster_3_2022-11-02,674.2398
cluster_4_2022-11-02,994.71564
cluster_1_2022-11-03,345.978
cluster_2_2022-11-03,487.97125
cluster_3_2022-11-03,707.6082
cluster_4_2022-11-03,1024.0833
cluster_1_2022-11-04,364.49927
cluster_2_2022-11-04,526.32855
cluster_3_2022-11-04,736.9169
cluster_4_2022-11-04,1062.5688
cluster_1_2022-11-05,346.21057
cluster_2_2022-11-05,495.9722
cluster_3_2022-11-05,686.7282
cluster_4_2022-11-05,999.2518
cluster_1_2022-11-06,297.81488
cluster_2_2022-11-06,459.87344
cluster_3_2022-11-06,662.0279
cluster_4_2022-11-06,965.7028
cluster_1_2022-11-07,326.84277
cluster_2_2022-11-07,485.4849
cluster_3_2022-11-07,682.05676
cluster_4_2022-11-07,1014.46594
cluster_1_2022-11-08,338.94342
cluster_2_2022-11-08,483.04312
cluster_3_2022-11-08,702.9221
cluster_4_2022-11-08,993.7909
cluster_1_2022-11-09,345.72952
cluster_2_2022-11-09,496.14462
cluster_3_2022-11-09,696.1125
cluster_4_2022-11-09,1002.89575
cluster_1_2022-11-10,355.00806
cluster_2_2022-11-10,535.9856
cluster_3_2022-11-10,710.8138
cluster_4_2022-11-10,1056.9507
cluster_1_2022-11-11,362.68417
cluster_2_2022-11-11,493.74808
cluster_3_2022-11-11,694.3216
cluster_4_2022-11-11,1034.1102
cluster_1_2022-11-12,303.59146
cluster_2_2022-11-12,434.81015
cluster_3_2022-11-12,642.99255
cluster_4_2022-11-12,934.6251
cluster_1_2022-11-13,311.7196
cluster_2_2022-11-13,451.8244
cluster_3_2022-11-13,651.59985
cluster_4_2022-11-13,978.5952
cluster_1_2022-11-14,402.92664
cluster_2_2022-11-14,548.50916
cluster_3_2022-11-14,784.43225
cluster_4_2022-11-14,1058.5654
cluster_1_2022-11-15,388.29703
cluster_2_2022-11-15,525.8622
cluster_3_2022-11-15,710.3883
cluster_4_2022-11-15,1051.4955
cluster_1_2022-11-16,398.5861
cluster_2_2022-11-16,538.59467
cluster_3_2022-11-16,704.11383
cluster_4_2022-11-16,1060.6129
cluster_1_2022-11-17,402.36658
cluster_2_2022-11-17,524.1871
cluster_3_2022-11-17,718.1924
cluster_4_2022-11-17,1032.9507
cluster_1_2022-11-18,400.51575
cluster_2_2022-11-18,575.8377
cluster_3_2022-11-18,779.83356
cluster_4_2022-11-18,1132.3724
cluster_1_2022-11-19,365.36664
cluster_2_2022-11-19,550.34033
cluster_3_2022-11-19,738.7195
cluster_4_2022-11-19,1084.7014
cluster_1_2022-11-20,366.16522
cluster_2_2022-11-20,550.19904
cluster_3_2022-11-20,723.29596
cluster_4_2022-11-20,1032.3003
cluster_1_2022-11-21,425.14218
cluster_2_2022-11-21,609.9456
cluster_3_2022-11-21,786.10205
cluster_4_2022-11-21,1214.6729
cluster_1_2022-11-22,436.53635
cluster_2_2022-11-22,614.5426
cluster_3_2022-11-22,817.4109
cluster_4_2022-11-22,1201.3729
cluster_1_2022-11-23,436.13098
cluster_2_2022-11-23,586.43054
cluster_3_2022-11-23,809.7443
cluster_4_2022-11-23,1217.6704
cluster_1_2022-11-24,397.86047
cluster_2_2022-11-24,573.3172
cluster_3_2022-11-24,798.81067
cluster_4_2022-11-24,1149.1202
cluster_1_2022-11-25,382.17636
cluster_2_2022-11-25,592.5966
cluster_3_2022-11-25,783.9947
cluster_4_2022-11-25,1143.9319
cluster_1_2022-11-26,385.06598
cluster_2_2022-11-26,575.3207
cluster_3_2022-11-26,746.51514
cluster_4_2022-11-26,1121.2837
cluster_1_2022-11-27,368.42563
cluster_2_2022-11-27,533.89746
cluster_3_2022-11-27,735.4658
cluster_4_2022-11-27,1065.5165
cluster_1_2022-11-28,398.54013
cluster_2_2022-11-28,582.80194
cluster_3_2022-11-28,806.1487
cluster_4_2022-11-28,1166.2007
cluster_1_2022-11-29,421.62756
cluster_2_2022-11-29,637.2736
cluster_3_2022-11-29,811.66205
cluster_4_2022-11-29,1221.4506
cluster_1_2022-11-30,437.44632
cluster_2_2022-11-30,661.6795
cluster_3_2022-11-30,843.18634
cluster_4_2022-11-30,1222.3444
cluster_1_2022-12-01,463.30923
cluster_2_2022-12-01,679.20233
cluster_3_2022-12-01,889.8928
cluster_4_2022-12-01,1257.7783
cluster_1_2022-12-02,482.21393
cluster_2_2022-12-02,702.82416
cluster_3_2022-12-02,865.8507
cluster_4_2022-12-02,1283.8071
cluster_1_2022-12-03,453.39212
cluster_2_2022-12-03,645.9673
cluster_3_2022-12-03,868.9456
cluster_4_2022-12-03,1250.8993
cluster_1_2022-12-04,455.00854
cluster_2_2022-12-04,629.3047
cluster_3_2022-12-04,822.7012
cluster_4_2022-12-04,1229.2073
cluster_1_2022-12-05,486.4812
cluster_2_2022-12-05,683.74316
cluster_3_2022-12-05,873.3315
cluster_4_2022-12-05,1345.5663
cluster_1_2022-12-06,495.26038
cluster_2_2022-12-06,673.4341
cluster_3_2022-12-06,877.1842
cluster_4_2022-12-06,1357.9102
cluster_1_2022-12-07,500.49515
cluster_2_2022-12-07,666.1105
cluster_3_2022-12-07,950.22
cluster_4_2022-12-07,1363.1593
cluster_1_2022-12-08,503.0691
cluster_2_2022-12-08,713.0957
cluster_3_2022-12-08,960.33905
cluster_4_2022-12-08,1384.1906
cluster_1_2022-12-09,499.98508
cluster_2_2022-12-09,744.2898
cluster_3_2022-12-09,898.06067
cluster_4_2022-12-09,1399.9178
cluster_1_2022-12-10,470.54648
cluster_2_2022-12-10,687.0406
cluster_3_2022-12-10,883.2496
cluster_4_2022-12-10,1315.7258
cluster_1_2022-12-11,465.0455
cluster_2_2022-12-11,725.74097
cluster_3_2022-12-11,938.7594
cluster_4_2022-12-11,1330.0046
cluster_1_2022-12-12,513.2032
cluster_2_2022-12-12,777.7517
cluster_3_2022-12-12,1012.3263
cluster_4_2022-12-12,1396.6587
cluster_1_2022-12-13,519.87317
cluster_2_2022-12-13,719.548
cluster_3_2022-12-13,1021.96185
cluster_4_2022-12-13,1417.7864
cluster_1_2022-12-14,515.0631
cluster_2_2022-12-14,690.30914
cluster_3_2022-12-14,896.5689
cluster_4_2022-12-14,1358.5065
cluster_1_2022-12-15,519.92377
cluster_2_2022-12-15,714.995
cluster_3_2022-12-15,917.66327
cluster_4_2022-12-15,1377.1014
cluster_1_2022-12-16,512.7135
cluster_2_2022-12-16,705.6014
cluster_3_2022-12-16,1007.6593
cluster_4_2022-12-16,1392.0529
cluster_1_2022-12-17,503.85956
cluster_2_2022-12-17,729.1198
cluster_3_2022-12-17,963.18604
cluster_4_2022-12-17,1348.5209
cluster_1_2022-12-18,474.61505
cluster_2_2022-12-18,643.1193
cluster_3_2022-12-18,894.76697
cluster_4_2022-12-18,1262.4215
cluster_1_2022-12-19,436.0054
cluster_2_2022-12-19,597.6817
cluster_3_2022-12-19,884.88257
cluster_4_2022-12-19,1169.4595
cluster_1_2022-12-20,433.5665
cluster_2_2022-12-20,590.0694
cluster_3_2022-12-20,850.781
cluster_4_2022-12-20,1142.0385
cluster_1_2022-12-21,436.97842
cluster_2_2022-12-21,563.9034
cluster_3_2022-12-21,806.32764
cluster_4_2022-12-21,1073.7164
cluster_1_2022-12-22,415.9919
cluster_2_2022-12-22,541.6616
cluster_3_2022-12-22,788.97986
cluster_4_2022-12-22,1130.105
cluster_1_2022-12-23,388.58478
cluster_2_2022-12-23,532.79346
cluster_3_2022-12-23,703.9739
cluster_4_2022-12-23,1048.7906
cluster_1_2022-12-24,359.6574
cluster_2_2022-12-24,478.6415
cluster_3_2022-12-24,657.9139
cluster_4_2022-12-24,959.8634
cluster_1_2022-12-25,346.97318
cluster_2_2022-12-25,479.1921
cluster_3_2022-12-25,660.30615
cluster_4_2022-12-25,911.48724
cluster_1_2022-12-26,374.22424
cluster_2_2022-12-26,540.24225
cluster_3_2022-12-26,689.8289
cluster_4_2022-12-26,1042.8584
cluster_1_2022-12-27,391.3138
cluster_2_2022-12-27,566.88434
cluster_3_2022-12-27,813.2505
cluster_4_2022-12-27,1186.9197
cluster_1_2022-12-28,380.03967
cluster_2_2022-12-28,571.75366
cluster_3_2022-12-28,806.55884
cluster_4_2022-12-28,1157.491
cluster_1_2022-12-29,376.07986
cluster_2_2022-12-29,560.6
cluster_3_2022-12-29,751.50183
cluster_4_2022-12-29,1075.3177
cluster_1_2022-12-30,351.81
cluster_2_2022-12-30,551.7786
cluster_3_2022-12-30,732.9856
cluster_4_2022-12-30,1088.8942
cluster_1_2022-12-31,304.55664
cluster_2_2022-12-31,495.33817
cluster_3_2022-12-31,650.3068
cluster_4_2022-12-31,916.46454
cluster_1_2023-01-01,345.11267
cluster_2_2023-01-01,487.8859
cluster_3_2023-01-01,634.0345
cluster_4_2023-01-01,872.9624
cluster_1_2023-01-02,366.09933
cluster_2_2023-01-02,574.6187
cluster_3_2023-01-02,750.6207
cluster_4_2023-01-02,1056.7579
cluster_1_2023-01-03,412.3633
cluster_2_2023-01-03,625.0003
cluster_3_2023-01-03,819.26996
cluster_4_2023-01-03,1207.8005
cluster_1_2023-01-04,410.63663
cluster_2_2023-01-04,622.2649
cluster_3_2023-01-04,889.84247
cluster_4_2023-01-04,1251.6702
cluster_1_2023-01-05,427.5683
cluster_2_2023-01-05,637.492
cluster_3_2023-01-05,815.46106
cluster_4_2023-01-05,1198.0581
cluster_1_2023-01-06,406.4792
cluster_2_2023-01-06,610.18994
cluster_3_2023-01-06,821.7384
cluster_4_2023-01-06,1190.592
cluster_1_2023-01-07,380.30865
cluster_2_2023-01-07,561.6771
cluster_3_2023-01-07,793.5795
cluster_4_2023-01-07,1129.464
cluster_1_2023-01-08,392.47424
cluster_2_2023-01-08,539.2135
cluster_3_2023-01-08,748.84784
cluster_4_2023-01-08,1077.6971
cluster_1_2023-01-09,478.0365
cluster_2_2023-01-09,651.7913
cluster_3_2023-01-09,868.2179
cluster_4_2023-01-09,1276.0856
cluster_1_2023-01-10,473.09012
cluster_2_2023-01-10,661.594
cluster_3_2023-01-10,882.75244
cluster_4_2023-01-10,1282.5505
cluster_1_2023-01-11,419.25217
cluster_2_2023-01-11,636.56915
cluster_3_2023-01-11,858.506
cluster_4_2023-01-11,1239.6752
cluster_1_2023-01-12,424.08368
cluster_2_2023-01-12,646.8412
cluster_3_2023-01-12,842.2818
cluster_4_2023-01-12,1277.7053
cluster_1_2023-01-13,422.8175
cluster_2_2023-01-13,621.4823
cluster_3_2023-01-13,832.5132
cluster_4_2023-01-13,1216.5542
cluster_1_2023-01-14,392.47922
cluster_2_2023-01-14,589.1166
cluster_3_2023-01-14,778.29785
cluster_4_2023-01-14,1163.2621
cluster_1_2023-01-15,390.67325
cluster_2_2023-01-15,590.2641
cluster_3_2023-01-15,774.23944
cluster_4_2023-01-15,1168.9318
cluster_1_2023-01-16,494.2821
cluster_2_2023-01-16,698.2738
cluster_3_2023-01-16,905.208
cluster_4_2023-01-16,1333.3864
cluster_1_2023-01-17,524.94196
cluster_2_2023-01-17,756.8644
cluster_3_2023-01-17,944.9677
cluster_4_2023-01-17,1363.1289
cluster_1_2023-01-18,521.8849
cluster_2_2023-01-18,756.35114
cluster_3_2023-01-18,965.99097
cluster_4_2023-01-18,1439.1028
cluster_1_2023-01-19,517.20807
cluster_2_2023-01-19,751.7136
cluster_3_2023-01-19,1000.1038
cluster_4_2023-01-19,1454.7225
cluster_1_2023-01-20,492.94113
cluster_2_2023-01-20,740.91797
cluster_3_2023-01-20,985.8516
cluster_4_2023-01-20,1406.4338
cluster_1_2023-01-21,488.13007
cluster_2_2023-01-21,741.79016
cluster_3_2023-01-21,941.88983
cluster_4_2023-01-21,1373.1772
cluster_1_2023-01-22,492.03842
cluster_2_2023-01-22,685.8634
cluster_3_2023-01-22,918.04407
cluster_4_2023-01-22,1355.1074
